exclude	exclude.reason	comments	rodent.ds	rodent.sub	animal_id_orig	rodent.session	rodent.session.orig	rodent.run	rodent.species	rodent.strain	rodent.strain.orig	rodent.sex	rodent.age	rodent.weight	main.experimenter.gender	head-plate	body.restrained	free.behaving	anesthesia.before.acquisition	anesthesia.before.acquisition.orig	average.breathing.rate	average.heart.rate	average.temperature	MRI.vendor	MRI.field.strength	MRI.cryocoil	fMRI.sequence	MRI.TR	MRI.TE	MRI.in.plane.resolution (mm)	MRI.slice.thickness	Link.to.paper	Link.to.Download.data	scan	scan_dir	""	FileAddress	corresponding_img	SpatRx	SpatRy	SpatRz	Ghosting	aidaqc.tsnr	aidaqc.dist	fd.mean	total.frames	dropped.frames.gsr1	s1.specific.gsr1	s1.unspecific.gsr1	thal.specific.gsr1	s1.cat.gsr1	thal.cat.gsr1	dropped.frames.gsr2	s1.specific.gsr2	s1.unspecific.gsr2	thal.specific.gsr2	s1.cat.gsr2	thal.cat.gsr2	dropped.frames.gsr3	s1.specific.gsr3	s1.unspecific.gsr3	thal.specific.gsr3	s1.cat.gsr3	thal.cat.gsr3	dropped.frames.wmcsf1	s1.specific.wmcsf1	s1.unspecific.wmcsf1	thal.specific.wmcsf1	s1.cat.wmcsf1	thal.cat.wmcsf1	dropped.frames.wmcsf2	s1.specific.wmcsf2	s1.unspecific.wmcsf2	thal.specific.wmcsf2	s1.cat.wmcsf2	thal.cat.wmcsf2	dropped.frames.wmcsf3	s1.specific.wmcsf3	s1.unspecific.wmcsf3	thal.specific.wmcsf3	s1.cat.wmcsf3	thal.cat.wmcsf3	dropped.frames.aCompCor1	s1.specific.aCompCor1	s1.unspecific.aCompCor1	thal.specific.aCompCor1	s1.cat.aCompCor1	thal.cat.aCompCor1	dropped.frames.aCompCor2	s1.specific.aCompCor2	s1.unspecific.aCompCor2	thal.specific.aCompCor2	s1.cat.aCompCor2	thal.cat.aCompCor2	dropped.frames.aCompCor3	s1.specific.aCompCor3	s1.unspecific.aCompCor3	thal.specific.aCompCor3	s1.cat.aCompCor3	thal.cat.aCompCor3
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200306	3	2	B260612	8	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	27.0	0,26 x 0,26			sub-0200306_ses-2_run-8	_split_name_sub-0200306_ses-2_run-8_task-rest_bold	102	/project/4180000.36/awake/bids/rat_complete/sub-0200306/ses-2/func/sub-0200306_ses-2_run-8_task-rest_bold.nii.gz	func_func_sub-0200306_ses-2_run-8_task-rest_bold_103.png	0.26	1.0	0.26041666	false	25.722095642508414	0.14264202885333263	0.043036255709386184	90	12	0.4035049775890339	0.21177239396423433	0.009469562918199661	Non-specific	Spurious	2	0.39685476248194995	0.09453577159754263	0.11948848087722143	Specific	Specific		0.37888660823440895	0.07536612292221771	0.13501142085191553	Specific	Specific	12	0.447613965741558	0.2434456692826674	0.020033260450776275	Non-specific	Spurious	2	0.3638409269652304	0.007671341966009131	0.02900963925923926	Specific	No		0.34529879177460227	-0.008593632476899071	0.06635343024144622	Specific	No	12	0.43381714940155874	0.22385651781474278	0.05327367137064594	Non-specific	Spurious	2	0.569230918024528	0.1517768556033651	0.21902184292184887	Non-specific	Non-specific		0.4432414771420202	0.3157670982866052	0.23838535127224067	Non-specific	Non-specific
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200306	3	2	B260612	9	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	12.0	0,26 x 0,26			sub-0200306_ses-2_run-9	_split_name_sub-0200306_ses-2_run-9_task-rest_bold	103	/project/4180000.36/awake/bids/rat_complete/sub-0200306/ses-2/func/sub-0200306_ses-2_run-9_task-rest_bold.nii.gz	func_func_sub-0200306_ses-2_run-9_task-rest_bold_104.png	0.26	1.0	0.26041666	false	25.504619467700074	0.1744218671271293	0.045750811323700444	90	16	-0.014900988842496838	-0.2003812586116625	-0.07497616559875467	Spurious	Spurious	1	0.10617895563256421	-0.2708405688541671	-0.03744998462379102	Specific	Spurious		0.09656018101334186	-0.0774430045347452	-0.09103084066252652	No	No	16	0.031382066268931925	-0.14718764867772755	-0.041275273533718106	Spurious	Spurious	1	0.23808257462688015	-0.25650595703103723	-0.029320555781194135	Specific	Spurious		0.22909817179291195	-0.06514251545840971	-0.08840046158208953	Specific	No	16	0.27239154132732146	-0.03333896249470363	0.21055305498713617	Specific	Specific	1	0.37283138143658345	0.01911065870925275	0.23565668829939082	Specific	Specific		0.3857924913362833	0.1229941525925881	0.13776963502399198	Non-specific	Non-specific
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200306	3	3	D270612	1	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	27.0	0,26 x 0,26			sub-0200306_ses-3_run-1	_split_name_sub-0200306_ses-3_run-1_task-rest_bold	77	/project/4180000.36/awake/bids/rat_complete/sub-0200306/ses-3/func/sub-0200306_ses-3_run-1_task-rest_bold.nii.gz	func_func_sub-0200306_ses-3_run-1_task-rest_bold_78.png	0.26	1.0	0.26041666	false	26.599944094040293	0.16191364721917256	0.02975867217624153	90	33	-0.08501162230549249	-0.28179882316332217	-0.07241206664668273	Spurious	Spurious	24	-0.30041329969715114	-0.3743072691705504	-0.306043505443696	Spurious	Spurious		0.35384201568312207	-0.06121209670385345	-0.4266994747814668	Specific	Spurious	33	0.20979589558844325	0.21133053691988826	0.12356553984302317	Non-specific	Non-specific	24	0.020608443916248446	0.09910455063410396	-0.11188698064580539	No	Spurious		0.4203081718190001	0.12696154297158874	-0.5295563977972857	Non-specific	Spurious	33	0.3893682940062511	0.2039371873787044	0.17856754652583132	Non-specific	Non-specific	24	0.22671483946339288	0.14937909873352723	-0.0334557040602359	Non-specific	Spurious		0.41971805166870363	0.6581466253859033	-0.18551070827849733	Non-specific	Spurious
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200306	3	3	D270612	2	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	27.0	0,26 x 0,26			sub-0200306_ses-3_run-2	_split_name_sub-0200306_ses-3_run-2_task-rest_bold	78	/project/4180000.36/awake/bids/rat_complete/sub-0200306/ses-3/func/sub-0200306_ses-3_run-2_task-rest_bold.nii.gz	func_func_sub-0200306_ses-3_run-2_task-rest_bold_79.png	0.26	1.0	0.26041666	false	25.52413644162554	0.20608321062847745	0.04553924187300122	90	27	0.19828845265144837	-0.7003549550953622	0.21510150659148683	Specific	Specific	1	-0.39606681529408305	-0.16477814307657393	0.4315470473155042	Spurious	Specific		-0.3594554233820354	-0.20343374987471952	0.38381543852412064	Spurious	Specific	27	0.060452416847159726	-0.7133115722835466	0.23672841563352764	Spurious	Specific	1	-0.414360911724414	-0.18283820909137266	0.3379401424575892	Spurious	Specific		-0.3609444606657946	-0.18359622324650754	0.32025315312579977	Spurious	Specific	27	-0.09769439140283444	-0.523997151582345	-0.007993006142196753	Spurious	Spurious	1	0.22776557500502026	0.0030600994468209545	-0.1565831551237722	Specific	Spurious		0.046878897743681446	-0.19605195275560072	-0.1578017918030987	Spurious	Spurious
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200306	3	3	D270612	3	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	27.0	0,26 x 0,26			sub-0200306_ses-3_run-3	_split_name_sub-0200306_ses-3_run-3_task-rest_bold	79	/project/4180000.36/awake/bids/rat_complete/sub-0200306/ses-3/func/sub-0200306_ses-3_run-3_task-rest_bold.nii.gz	func_func_sub-0200306_ses-3_run-3_task-rest_bold_80.png	0.26	1.0	0.26041666	false	26.481732142110186	0.20082847628428538	0.05085762630875598	90	41	0.34896073523479965	-0.03995283552239423	-0.05942915650369115	Specific	No	1	0.23033305326578285	0.15729462076378276	0.08262423295980427	Non-specific	Spurious		-0.02090333456957722	0.26951190604589925	-0.12684113253550033	Spurious	Spurious	41	0.043693441511996695	0.08933050619718383	-0.18829649114689717	No	Spurious	1	0.1018676468190486	0.08221822473038581	-0.040686727422679606	Specific	No		-0.11738447541565294	0.0832620604752324	-0.2945431504611347	Spurious	Spurious	41	NaN	NaN	NaN	Spurious	Spurious	1	0.07917841061468504	0.27211759544625763	0.02928721141399871	Spurious	Spurious		0.044029201278539674	0.2780310848789392	-0.06021244606427689	Spurious	Spurious
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200306	3	3	D270612	4	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	27.0	0,26 x 0,26			sub-0200306_ses-3_run-4	_split_name_sub-0200306_ses-3_run-4_task-rest_bold	80	/project/4180000.36/awake/bids/rat_complete/sub-0200306/ses-3/func/sub-0200306_ses-3_run-4_task-rest_bold.nii.gz	func_func_sub-0200306_ses-3_run-4_task-rest_bold_81.png	0.26	1.0	0.26041666	false	27.96122731852321	0.12071786019131255	0.019963583059312732	90	16	-0.08401012777334091	-0.0542640973731606	0.0999594729865714	No	No	10	-0.12066743954518833	-0.13889444653989175	0.06518488775069255	Spurious	Spurious		0.19184579589318165	0.04440348543668065	0.04730175539565368	Specific	No	16	-0.002960938547509901	0.014114582994764797	0.10094180995258933	No	Specific	10	-0.07472452190355268	-0.062004122938617304	0.06798640945643296	No	No		0.15082799836802444	-0.08816599853095512	0.01424967085741981	Specific	No	16	0.08449892424946799	0.032637678366609156	0.10701046450152357	No	Specific	10	0.016577096533777855	0.0019228861698129562	0.0696818378422244	No	No		0.2343125092546573	0.1183776872562841	0.09007712989712321	Non-specific	Spurious
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200306	3	3	D270612	5	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	27.0	0,26 x 0,26			sub-0200306_ses-3_run-5	_split_name_sub-0200306_ses-3_run-5_task-rest_bold	81	/project/4180000.36/awake/bids/rat_complete/sub-0200306/ses-3/func/sub-0200306_ses-3_run-5_task-rest_bold.nii.gz	func_func_sub-0200306_ses-3_run-5_task-rest_bold_82.png	0.26	1.0	0.26041666	false	28.211204726856735	0.15497847614058377	0.020037123223660823	90	16	0.11660648040415025	-0.1841907442578212	-0.17211310918672518	Specific	Spurious	11	-0.01351826758596842	-0.25421283543063283	-0.25178180383139015	Spurious	Spurious		-0.012312739061085683	-0.0430132144754027	0.00416883463837971	No	No	16	0.1288471837526507	-0.18460163060151766	-0.1630462593143885	Specific	Spurious	11	0.011030732745248817	-0.23646020358541045	-0.2294481894761559	Spurious	Spurious		-0.049908602624495604	-0.09138474323538129	-0.047555380936936245	No	No	16	0.08508631941798435	-0.23904317594048477	-0.24169295248958983	Spurious	Spurious	11	0.033762468694155265	-0.28856899689432136	-0.27271395910883417	Spurious	Spurious		0.04565813152618319	-0.06150692701802075	0.012150109139379856	No	No
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200306	3	3	D270612	6	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	21.0	0,26 x 0,26			sub-0200306_ses-3_run-6	_split_name_sub-0200306_ses-3_run-6_task-rest_bold	82	/project/4180000.36/awake/bids/rat_complete/sub-0200306/ses-3/func/sub-0200306_ses-3_run-6_task-rest_bold.nii.gz	func_func_sub-0200306_ses-3_run-6_task-rest_bold_83.png	0.26	1.0	0.26041666	false	28.52257247925017	0.13080614346051714	0.012877945196144571	90	14	-0.02618209528068653	0.24780491027694723	-0.10771343054400936	Spurious	Spurious	12	-0.023432407933618688	0.2575329857381768	-0.12084741596398776	Spurious	Spurious		-0.10573231960238051	0.09627547927246097	-0.12302710657562684	Spurious	Spurious	14	0.009267245490687137	0.27724325842064446	-0.08952569306184785	Spurious	Spurious	12	0.021526312441504335	0.30105841266236805	-0.10775707150285918	Spurious	Spurious		-0.11921630523948587	0.221813842711212	-0.03009546299526552	Spurious	Spurious	14	-0.031127598936452616	0.45499216352612554	-0.0020426661909846476	Spurious	Spurious	12	-0.015099282716845061	0.4641283049467162	-0.023990694420938832	Spurious	Spurious		-0.07398491271241307	0.2846697401436783	0.033831616520504294	Spurious	Spurious
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200306	3	3	D270612	7	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	27.0	0,26 x 0,26			sub-0200306_ses-3_run-7	_split_name_sub-0200306_ses-3_run-7_task-rest_bold	83	/project/4180000.36/awake/bids/rat_complete/sub-0200306/ses-3/func/sub-0200306_ses-3_run-7_task-rest_bold.nii.gz	func_func_sub-0200306_ses-3_run-7_task-rest_bold_84.png	0.26	1.0	0.26041666	false	27.947256400637148	0.1733875517778348	0.016714148412253087	90	22	-0.02483509095188789	0.5550481388964311	-0.020812286305567824	Spurious	Spurious	20	-0.03048253979807114	0.5529825493323518	-0.03904801202878637	Spurious	Spurious		-0.24839528959266544	0.3853658967676353	0.06055264059162644	Spurious	Spurious	22	-0.012112238705732746	0.560191015934713	-0.05736126525720552	Spurious	Spurious	20	-0.015698727128323306	0.5649987131502058	-0.06868289569353588	Spurious	Spurious		0.1218372786371132	0.2157664457143163	-0.09478507352225132	Non-specific	Spurious	22	0.07085866910740353	0.3407002003189928	-0.029277408591040926	Spurious	Spurious	20	0.05595721300676462	0.409709899078281	-0.04682640499836176	Spurious	Spurious		-0.09839863854984626	0.4001233641031433	0.1011797248309984	Spurious	Non-specific
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200306	3	3	D270612	8	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	21.0	0,26 x 0,26			sub-0200306_ses-3_run-8	_split_name_sub-0200306_ses-3_run-8_task-rest_bold	84	/project/4180000.36/awake/bids/rat_complete/sub-0200306/ses-3/func/sub-0200306_ses-3_run-8_task-rest_bold.nii.gz	func_func_sub-0200306_ses-3_run-8_task-rest_bold_85.png	0.26	1.0	0.26041666	false	27.916911522020897	0.17919982221862593	0.02008957302897727	90	18	0.05790858226357979	-0.2674993158791247	-0.243614856252924	Spurious	Spurious	12	0.012591951988692625	-0.2035408599899589	-0.17856410620587207	Spurious	Spurious		-0.21433276185549205	0.03596174841967706	0.01655316538775458	Spurious	No	18	0.08656377168001585	-0.29665707713979556	-0.236112051625853	Spurious	Spurious	12	-0.0020027857614977416	-0.19584349297043352	-0.20129834491171644	Spurious	Spurious		-0.22533539276068046	-0.020558706641156305	0.03442108635837752	Spurious	No	18	0.19224915282491292	-0.3160304932866199	-0.3912766820772327	Specific	Spurious	12	-0.015578239630980747	-0.13841678396206045	-0.2892854766861285	Spurious	Spurious		0.012910045009548704	-0.275563855523425	-0.05561947881105284	Spurious	Spurious
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200306	3	3	D270612	9	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	24.0	0,26 x 0,26			sub-0200306_ses-3_run-9	_split_name_sub-0200306_ses-3_run-9_task-rest_bold	85	/project/4180000.36/awake/bids/rat_complete/sub-0200306/ses-3/func/sub-0200306_ses-3_run-9_task-rest_bold.nii.gz	func_func_sub-0200306_ses-3_run-9_task-rest_bold_86.png	0.26	1.0	0.26041666	false	28.75733941925362	0.11597701094877644	0.012467400031448592	90	17	0.2283474152494101	0.25532406843547345	-0.01679447683787744	Non-specific	Spurious	14	0.23364445246921448	0.2823936997187832	0.010424171598849825	Non-specific	Spurious		0.44521061898402325	0.45113880601333933	-0.34927441651096436	Non-specific	Spurious	17	NaN	NaN	NaN	Spurious	Spurious	14	0.20692283176126125	0.28435535550522756	0.0962807783473152	Non-specific	Spurious		0.4443866254066125	0.13176018360077776	-0.44570675267831666	Non-specific	Spurious	17	0.05989658187012683	0.11825755834519143	-0.03961674889048092	Spurious	Spurious	14	0.08700439161652013	0.17921974192990398	-0.00355274265108692	Spurious	Spurious		0.23018849330650262	0.04668597533208938	-0.16164553259807826	Specific	Spurious
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200307	1	2	C200612	1	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	24.0	0,26 x 0,26			sub-0200307_ses-2_run-1	_split_name_sub-0200307_ses-2_run-1_task-rest_bold	104	/project/4180000.36/awake/bids/rat_complete/sub-0200307/ses-2/func/sub-0200307_ses-2_run-1_task-rest_bold.nii.gz	func_func_sub-0200307_ses-2_run-1_task-rest_bold_105.png	0.26	1.0	0.26041666	false	27.530832730143686	0.11413711259296103	0.05224868952125851	90	27	0.48987139231878635	0.13263628426569454	-0.06404401883335657	Non-specific	Spurious	15	0.4843408725291495	0.17987137042202087	-0.11759510789791122	Non-specific	Spurious		0.43792292322668525	-0.11875353063586509	-0.2484564270702174	Specific	Spurious	27	0.5091288074665486	0.18783519268567844	-0.1204138985191174	Non-specific	Spurious	15	0.496092286844621	0.23113852085290032	-0.11347370925587379	Non-specific	Spurious		0.5345624592576841	-0.041470806688302435	-0.23549040877013735	Specific	Spurious	27	0.5649973627383456	0.38123280490682043	0.03667883422016992	Non-specific	Spurious	15	0.38870425712611745	0.13104188947015466	-0.43370429945456784	Non-specific	Spurious		0.41616429836277674	0.19602367540126756	0.01574865513574412	Non-specific	Spurious
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200307	1	2	C200612	2	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	27.0	0,26 x 0,26			sub-0200307_ses-2_run-2	_split_name_sub-0200307_ses-2_run-2_task-rest_bold	105	/project/4180000.36/awake/bids/rat_complete/sub-0200307/ses-2/func/sub-0200307_ses-2_run-2_task-rest_bold.nii.gz	func_func_sub-0200307_ses-2_run-2_task-rest_bold_106.png	0.26	1.0	0.26041666	false	27.266882776089187	0.05516391126698335	0.05088749171614308	90	16	-0.22552333435394986	0.10935863768915365	-0.22440233456058234	Spurious	Spurious	8	-0.22688397423829082	0.13848255958328917	-0.14195181622210754	Spurious	Spurious		0.01614085689912088	0.09788503303514016	0.03386283634115248	No	No	16	-0.1500947239575695	0.1335643519909421	-0.15338569345679096	Spurious	Spurious	8	-0.16682388496847458	0.14861667817300275	-0.09180724572328137	Spurious	Spurious		0.040399998630379234	0.09719594349058819	0.024535711539866924	No	No	16	-0.2008705522751436	0.0031573884726692866	-0.043965284826127465	Spurious	No	8	-0.23993235532019747	-0.04053142917674889	-0.02689619582944101	Spurious	No		0.03898124645792443	-0.04489016324943166	-0.06930923379280565	No	No
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200307	1	2	C200612	3	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	12.0	0,26 x 0,26			sub-0200307_ses-2_run-3	_split_name_sub-0200307_ses-2_run-3_task-rest_bold	106	/project/4180000.36/awake/bids/rat_complete/sub-0200307/ses-2/func/sub-0200307_ses-2_run-3_task-rest_bold.nii.gz	func_func_sub-0200307_ses-2_run-3_task-rest_bold_107.png	0.26	1.0	0.26041666	false	27.10240084891168	0.13944164642717105	0.056551623103376296	90	32	0.21853274817826604	NaN	0.19788291470150096	Spurious	Spurious	3	0.11757331989643972	-0.13137358565872687	0.007609271587181557	Specific	Spurious		0.27166607738693804	-0.020771628978828317	0.14942558058360764	Specific	Specific	32	0.1913492578463043	0.030817657805139332	0.08707165098508134	Specific	No	3	0.1869249424193891	-0.009205069013827333	0.02125704688263739	Specific	No		0.30877879303123357	0.08033080300115905	0.16410377740925622	Specific	Specific	32	0.44385565985189157	-0.04819100920651474	-0.0870683739468658	Specific	No	3	0.266967749388004	0.20481922463557334	-0.15310405079517814	Non-specific	Spurious		0.22923743452793688	0.06973664141804842	-0.09658424269283712	Specific	No
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200307	1	2	C200612	4	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	27.0	0,26 x 0,26			sub-0200307_ses-2_run-4	_split_name_sub-0200307_ses-2_run-4_task-rest_bold	107	/project/4180000.36/awake/bids/rat_complete/sub-0200307/ses-2/func/sub-0200307_ses-2_run-4_task-rest_bold.nii.gz	func_func_sub-0200307_ses-2_run-4_task-rest_bold_108.png	0.26	1.0	0.26041666	false	27.456651903020493	0.059450850605562225	0.04770814775991064	90	24	0.2599882004484728	0.33030876961231953	0.06416057182215562	Non-specific	Spurious	15	0.2544872396836228	0.3798406977167797	0.00667857566251525	Non-specific	Spurious		0.17742065635020757	0.2282667845753282	0.2504164722019323	Non-specific	Non-specific	24	0.2964385988189852	0.30447586366214674	0.017260351891558112	Non-specific	Spurious	15	0.2889801021265078	0.37985828840073155	-0.03107981370043271	Non-specific	Spurious		0.18652459205344177	0.2652742724835586	0.21943005798919968	Non-specific	Non-specific	24	0.5878496955086002	0.378113732503944	-0.014431330808014238	Non-specific	Spurious	15	0.377379342612149	0.3576410864349635	-0.06011900055167878	Non-specific	Spurious		0.21764827462440103	0.2278451378570915	0.06808799770928708	Non-specific	Spurious
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200307	1	2	C200612	5	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	27.0	0,26 x 0,26			sub-0200307_ses-2_run-5	_split_name_sub-0200307_ses-2_run-5_task-rest_bold	108	/project/4180000.36/awake/bids/rat_complete/sub-0200307/ses-2/func/sub-0200307_ses-2_run-5_task-rest_bold.nii.gz	func_func_sub-0200307_ses-2_run-5_task-rest_bold_109.png	0.26	1.0	0.26041666	false	27.52101461799508	0.07427032121299693	0.04130447812479565	90	7	0.288655039662531	-0.35929506211709894	0.3010612197654587	Specific	Specific	6	0.31900221506278026	-0.33931393889467976	0.2674969812267927	Specific	Specific		0.25821187970963644	-0.41833723116785515	0.3645242847580319	Specific	Specific	7	0.21349915208073192	-0.23278215538260363	0.23474938301416193	Specific	Specific	6	0.26155464417529267	-0.21385032268457188	0.19605532522795283	Specific	Specific		0.1716852222370395	-0.3234464116516442	0.3444843944968637	Specific	Specific	7	0.41805028505592173	-0.17494359125217704	0.3250919336223513	Specific	Specific	6	0.45567353469080835	-0.20405233844952014	0.29933512823332037	Specific	Specific		0.36023025297549016	-0.166716820792117	0.3126030115803914	Specific	Specific
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200307	1	2	C200612	6	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	27.0	0,26 x 0,26			sub-0200307_ses-2_run-6	_split_name_sub-0200307_ses-2_run-6_task-rest_bold	109	/project/4180000.36/awake/bids/rat_complete/sub-0200307/ses-2/func/sub-0200307_ses-2_run-6_task-rest_bold.nii.gz	func_func_sub-0200307_ses-2_run-6_task-rest_bold_110.png	0.26	1.0	0.26041666	false	27.212440385696592	0.10256890806426978	0.05183709811231951	90	25	0.55442821724001	-0.013681108211773185	0.5348488634754763	Specific	Specific	1	0.266586022445482	-0.13853742812940215	0.4187667560596275	Specific	Specific		0.24917936789553458	-0.15203031209280266	0.46158911564527655	Specific	Specific	25	0.5858667685943715	-0.008118098975572844	0.5149947574139205	Specific	Specific	1	0.259834527904364	-0.11103668110286113	0.41454842888470655	Specific	Specific		0.23193543244944406	-0.12161317214541931	0.4460211112187154	Specific	Specific	25	0.6482753519165543	-0.24446395053100325	0.4536669638987658	Specific	Specific	1	0.3082140806575414	-0.10295131413161338	0.2053341465678884	Specific	Specific		0.1307768322650952	-0.11680440772520136	0.3401381812638878	Specific	Specific
		data is the same BIDS_raw and BIDS_input-RABIES	2003	200307	1	2	C200612	7	rat	Sprague-Dawley	Sprague-Dawley	m	8-15 weeks	250-400	f	y	y	n	y	isoflurane (1,5-2%)	not recorded	not recorded	not recorded	Bruker	7	n	GE-EPI	2000	15	27.0	0,26 x 0,26			sub-0200307_ses-2_run-7	_split_name_sub-0200307_ses-2_run-7_task-rest_bold	110	/project/4180000.36/awake/bids/rat_complete/sub-0200307/ses-2/func/sub-0200307_ses-2_run-7_task-rest_bold.nii.gz	func_func_sub-0200307_ses-2_run-7_task-rest_bold_111.png	0.26	1.0	0.26041666	false	27.24815553036767	0.0899139444728756	0.041172804040182046	90	9	0.33505391917332106	0.0542907923056571	-0.12267132647103517	Specific	Spurious	5	0.2956918190595054	0.06317965988954942	-0.12625389913664814	Specific	Spurious		0.37518299925734827	0.038308731357932065	-0.10038561363956278	Specific	Spurious	9	0.40511104406885023	0.06523321081706378	-0.09224537071952219	Specific	No	5	0.37172236329458413	0.06797088537817295	-0.0932935503566644	Specific	No		0.40562444656839897	0.003971631097864829	-0.11743442605922196	Specific	Spurious	9	0.12760730862233263	0.05981421150506428	-0.2169116086367579	Specific	Spurious	5	0.23267106592271586	-0.009404056096176278	-0.23967087338597817	Specific	Spurious		0.5192006683647417	-0.00920704732832841	-0.014554270314903642	Specific	No
