exclude	exclude.reason	comments	rodent.ds	rodent.sub	animal.id.orig	rodent.session	rodent.session.orig	rodent.run	rodent.species	rodent.strain	rodent.strain.orig	rodent.sex	rodent.age	rodent.weight	main.experimenter.gender	head-plate	body.restrained	free.behaving	anesthesia.before.acquisition	anesthesia.before.acquisition.orig	average.breathing.rate	average.heart.rate	average.temperature	MRI.vendor	MRI.field.strength	MRI.cryocoil	fMRI.sequence	MRI.TR	MRI.TE	MRI.in.plane.resolution	MRI.slice.thickness	Link.to.paper	Link.to.Download.data
		fslorient_fslchpixdim	3001	300100	Na027	5	5	2	mouse	C57BL/6	C57BL/142		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.151	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003163
		fslorient_fslchpixdim	3001	300100	Na027	5	5	3	mouse	C57BL/6	C57BL/143		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.152	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003164
		fslorient_fslchpixdim	3001	300100	Na027	5	5	4	mouse	C57BL/6	C57BL/144		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.153	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003165
		fslorient_fslchpixdim	3001	300101	Na029	2	2	1	mouse	C57BL/6	C57BL/221		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.230	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003242
		fslorient_fslchpixdim	3001	300101	Na029	2	2	2	mouse	C57BL/6	C57BL/222		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.231	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003243
		fslorient_fslchpixdim	3001	300101	Na029	2	2	3	mouse	C57BL/6	C57BL/223		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.232	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003244
		fslorient_fslchpixdim	3001	300101	Na029	2	2	4	mouse	C57BL/6	C57BL/224		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.233	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003245
		fslorient_fslchpixdim	3001	300101	Na029	3	3	1	mouse	C57BL/6	C57BL/225		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.234	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003246
		fslorient_fslchpixdim	3001	300101	Na029	3	3	2	mouse	C57BL/6	C57BL/226		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.235	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003247
		fslorient_fslchpixdim	3001	300101	Na029	3	3	3	mouse	C57BL/6	C57BL/227		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.236	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003248
		fslorient_fslchpixdim	3001	300101	Na029	3	3	4	mouse	C57BL/6	C57BL/228		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.237	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003249
		fslorient_fslchpixdim	3001	300101	Na029	4	4	1	mouse	C57BL/6	C57BL/229		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.238	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003250
		fslorient_fslchpixdim	3001	300101	Na029	4	4	2	mouse	C57BL/6	C57BL/230		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.239	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003251
		fslorient_fslchpixdim	3001	300101	Na029	4	4	3	mouse	C57BL/6	C57BL/231		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.240	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003252
		fslorient_fslchpixdim	3001	300101	Na029	4	4	4	mouse	C57BL/6	C57BL/232		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.241	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003253
		fslorient_fslchpixdim	3001	300101	Na029	5	5	1	mouse	C57BL/6	C57BL/233		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.242	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003254
		fslorient_fslchpixdim	3001	300101	Na029	5	5	2	mouse	C57BL/6	C57BL/234		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.243	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003255
		fslorient_fslchpixdim	3001	300101	Na029	5	5	3	mouse	C57BL/6	C57BL/235		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.244	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003256
		fslorient_fslchpixdim	3001	300101	Na029	5	5	4	mouse	C57BL/6	C57BL/236		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.245	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003257
		fslorient_fslchpixdim	3001	300101	Na029	6	6	1	mouse	C57BL/6	C57BL/237		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.246	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003258
		fslorient_fslchpixdim	3001	300101	Na029	6	6	2	mouse	C57BL/6	C57BL/238		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.247	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003259
		fslorient_fslchpixdim	3001	300101	Na029	6	6	3	mouse	C57BL/6	C57BL/239		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.248	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003260
		fslorient_fslchpixdim	3001	300101	Na029	6	6	4	mouse	C57BL/6	C57BL/240		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.249	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003261
		fslorient_fslchpixdim	3001	300102	Na033	2	2	1	mouse	C57BL/6	C57BL/349		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.358	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003370
		fslorient_fslchpixdim	3001	300102	Na033	2	2	2	mouse	C57BL/6	C57BL/350		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.359	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003371
		fslorient_fslchpixdim	3001	300102	Na033	2	2	3	mouse	C57BL/6	C57BL/351		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.360	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003372
		fslorient_fslchpixdim	3001	300102	Na033	2	2	4	mouse	C57BL/6	C57BL/352		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.361	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003373
		fslorient_fslchpixdim	3001	300102	Na033	3	3	1	mouse	C57BL/6	C57BL/353		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.362	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003374
		fslorient_fslchpixdim	3001	300102	Na033	3	3	2	mouse	C57BL/6	C57BL/354		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.363	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003375
		fslorient_fslchpixdim	3001	300102	Na033	3	3	3	mouse	C57BL/6	C57BL/355		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.364	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003376
		fslorient_fslchpixdim	3001	300102	Na033	3	3	4	mouse	C57BL/6	C57BL/356		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.365	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003377
		fslorient_fslchpixdim	3001	300102	Na033	4	4	1	mouse	C57BL/6	C57BL/357		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.366	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003378
		fslorient_fslchpixdim	3001	300102	Na033	4	4	2	mouse	C57BL/6	C57BL/358		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.367	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003379
		fslorient_fslchpixdim	3001	300102	Na033	4	4	3	mouse	C57BL/6	C57BL/359		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.368	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003380
		fslorient_fslchpixdim	3001	300102	Na033	4	4	4	mouse	C57BL/6	C57BL/360		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.369	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003381
		fslorient_fslchpixdim	3001	300102	Na033	5	5	1	mouse	C57BL/6	C57BL/361		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.370	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003382
		fslorient_fslchpixdim	3001	300102	Na033	5	5	2	mouse	C57BL/6	C57BL/362		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.371	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003383
		fslorient_fslchpixdim	3001	300102	Na033	5	5	3	mouse	C57BL/6	C57BL/363		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.372	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003384
		fslorient_fslchpixdim	3001	300102	Na033	5	5	4	mouse	C57BL/6	C57BL/364		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.373	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003385
		fslorient_fslchpixdim	3001	300103	Na034	2	2	1	mouse	C57BL/6	C57BL/385		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.394	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003406
		fslorient_fslchpixdim	3001	300103	Na034	2	2	2	mouse	C57BL/6	C57BL/386		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.395	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003407
		fslorient_fslchpixdim	3001	300103	Na034	2	2	3	mouse	C57BL/6	C57BL/387		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.396	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003408
		fslorient_fslchpixdim	3001	300103	Na034	2	2	4	mouse	C57BL/6	C57BL/388		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.397	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003409
		fslorient_fslchpixdim	3001	300103	Na034	3	3	1	mouse	C57BL/6	C57BL/389		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.398	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003410
		fslorient_fslchpixdim	3001	300103	Na034	3	3	2	mouse	C57BL/6	C57BL/390		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.399	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003411
		fslorient_fslchpixdim	3001	300103	Na034	3	3	3	mouse	C57BL/6	C57BL/391		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.400	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003412
		fslorient_fslchpixdim	3001	300103	Na034	3	3	4	mouse	C57BL/6	C57BL/392		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.401	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003413
		fslorient_fslchpixdim	3001	300103	Na034	4	4	1	mouse	C57BL/6	C57BL/393		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.402	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003414
		fslorient_fslchpixdim	3001	300103	Na034	4	4	2	mouse	C57BL/6	C57BL/394		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.403	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003415
		fslorient_fslchpixdim	3001	300103	Na034	4	4	3	mouse	C57BL/6	C57BL/395		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.404	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003416
		fslorient_fslchpixdim	3001	300103	Na034	4	4	4	mouse	C57BL/6	C57BL/396		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.405	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003417
		fslorient_fslchpixdim	3001	300103	Na034	5	5	1	mouse	C57BL/6	C57BL/397		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.406	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003418
		fslorient_fslchpixdim	3001	300103	Na034	5	5	2	mouse	C57BL/6	C57BL/398		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.407	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003419
		fslorient_fslchpixdim	3001	300103	Na034	5	5	3	mouse	C57BL/6	C57BL/399		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.408	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003420
		fslorient_fslchpixdim	3001	300103	Na034	5	5	4	mouse	C57BL/6	C57BL/400		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.409	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003421
		fslorient_fslchpixdim	3001	300103	Na034	6	6	1	mouse	C57BL/6	C57BL/401		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.410	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003422
		fslorient_fslchpixdim	3001	300103	Na034	6	6	2	mouse	C57BL/6	C57BL/402		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.411	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003423
		fslorient_fslchpixdim	3001	300103	Na034	6	6	3	mouse	C57BL/6	C57BL/403		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.412	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003424
		fslorient_fslchpixdim	3001	300103	Na034	6	6	4	mouse	C57BL/6	C57BL/404		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.413	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003425
		fslorient_fslchpixdim	3001	300104	Na055	2	2	1	mouse	C57BL/6	C57BL/649		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.658	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003670
		fslorient_fslchpixdim	3001	300104	Na055	2	2	2	mouse	C57BL/6	C57BL/650		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.659	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003671
		fslorient_fslchpixdim	3001	300104	Na055	2	2	3	mouse	C57BL/6	C57BL/651		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.660	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003672
		fslorient_fslchpixdim	3001	300104	Na055	2	2	4	mouse	C57BL/6	C57BL/652		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.661	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003673
		fslorient_fslchpixdim	3001	300104	Na055	3	3	1	mouse	C57BL/6	C57BL/653		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.662	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003674
		fslorient_fslchpixdim	3001	300104	Na055	3	3	2	mouse	C57BL/6	C57BL/654		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.663	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003675
		fslorient_fslchpixdim	3001	300104	Na055	3	3	3	mouse	C57BL/6	C57BL/655		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.664	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003676
		fslorient_fslchpixdim	3001	300104	Na055	3	3	4	mouse	C57BL/6	C57BL/656		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.665	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003677
		fslorient_fslchpixdim	3001	300104	Na055	4	4	1	mouse	C57BL/6	C57BL/657		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.666	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003678
		fslorient_fslchpixdim	3001	300104	Na055	4	4	2	mouse	C57BL/6	C57BL/658		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.667	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003679
		fslorient_fslchpixdim	3001	300104	Na055	4	4	3	mouse	C57BL/6	C57BL/659		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.668	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003680
		fslorient_fslchpixdim	3001	300104	Na055	4	4	4	mouse	C57BL/6	C57BL/660		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.669	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003681
		fslorient_fslchpixdim	3001	300104	Na055	5	5	1	mouse	C57BL/6	C57BL/661		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.670	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003682
		fslorient_fslchpixdim	3001	300104	Na055	5	5	2	mouse	C57BL/6	C57BL/662		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.671	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003683
		fslorient_fslchpixdim	3001	300104	Na055	5	5	3	mouse	C57BL/6	C57BL/663		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.672	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003684
		fslorient_fslchpixdim	3001	300104	Na055	5	5	4	mouse	C57BL/6	C57BL/664		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.673	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003685
		fslorient_fslchpixdim	3001	300104	Na055	6	6	1	mouse	C57BL/6	C57BL/665		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.674	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003686
		fslorient_fslchpixdim	3001	300104	Na055	6	6	2	mouse	C57BL/6	C57BL/666		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.675	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003687
		fslorient_fslchpixdim	3001	300104	Na055	6	6	3	mouse	C57BL/6	C57BL/667		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.676	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003688
		fslorient_fslchpixdim	3001	300104	Na055	6	6	4	mouse	C57BL/6	C57BL/668		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.677	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003689
		fslorient_fslchpixdim	3001	300105	Na056	2	2	1	mouse	C57BL/6	C57BL/689		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.698	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003710
		fslorient_fslchpixdim	3001	300105	Na056	2	2	2	mouse	C57BL/6	C57BL/690		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.699	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003711
		fslorient_fslchpixdim	3001	300105	Na056	2	2	3	mouse	C57BL/6	C57BL/691		NA	NA	m	y	y		y	Isoflurane				Bruker BioSpin MRI	9.4		SE-EPI	2500	18.398	0.15 x 0.700	0.45	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486714/	https://openneuro.org/datasets/ds003712
